id,ad,education,ofjobs,yearsexp,honors,volunteer,military,empholes,occupspecific,occupbroad,workinschool,email,computerskills,specialskills,firstname,sex,race,h,l,call,city,kind,adid,fracblack,fracwhite,lmedhhinc,fracdropout,fraccolp,linc,col,expminreq,schoolreq,eoe,parent_sales,parent_emp,branch_sales,branch_emp,fed,fracblack_empzip,fracwhite_empzip,lmedhhinc_empzip,fracdropout_empzip,fraccolp_empzip,linc_empzip,manager,supervisor,secretary,offsupport,salesrep,retailsales,req,expreq,comreq,educreq,compreq,orgreq,manuf,transcom,bankreal,trade,busservice,othservice,missind,ownership
b,1,1,3,4,0,0,0,0,316,6,0,0,1,1,Geoffrey,m,w,0,1,0,c,s,389,.98949564,.0048631253,9.4743185,.25740963,.04815378,8.6976795,0,,,1,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,4,3,5,0,1,0,0,268,4,1,1,0,0,Matthew,m,w,1,0,0,c,s,389,.051354181,.89109313,10.631061,.074430853,.5424735,10.560048,1,,,1,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,4,3,6,0,0,0,0,267,4,0,0,0,1,Tamika,f,b,0,1,0,c,s,389,.19882353,.56916761,10.068281,.13971142,.28801331,9.6474981,1,,,1,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,4,2,6,1,1,0,0,266,4,1,1,0,1,Jill,f,w,1,0,0,c,s,390,,,,,,,1,,,0,77.699997,850,,,0,.0076595582,.95221806,10.876442,.059489869,.32350704,10.032276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
b,1,2,2,8,0,0,0,1,265,4,0,0,0,0,Latonya,f,b,0,1,0,c,s,390,.8321389,.1387261,9.6926432,.21779244,.1583671,9.2406759,0,,,0,77.699997,850,,,0,.0076595582,.95221806,10.876442,.059489869,.32350704,10.032276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
b,1,4,3,4,0,1,0,0,316,6,1,1,1,1,Leroy,m,b,1,0,0,c,s,390,.19882353,.56916761,10.068281,.13971142,.28801331,9.6474981,1,,,0,77.699997,850,,,0,.0076595582,.95221806,10.876442,.059489869,.32350704,10.032276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
b,1,4,3,3,0,0,0,0,317,6,0,0,1,1,Todd,m,w,0,1,0,c,s,390,.3361651,.63736963,10.431908,.10884786,.40657592,10.412141,1,,,0,77.699997,850,,,0,.0076595582,.95221806,10.876442,.059489869,.32350704,10.032276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Private
b,1,2,2,2,0,0,0,0,265,4,0,0,0,0,Allison,f,w,0,1,0,c,s,392,.0021749989,.78926677,10.247857,.29945704,.071178846,9.366147,0,,somcol,0,,,,,0,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,
b,1,4,3,7,0,0,0,1,313,5,0,0,1,0,Carrie,f,w,0,1,0,c,a,391,.27073306,.54915601,10.061986,.14872359,.24232754,9.4384317,1,some,colp,0,2092.5,8667,,,1,.8321389,.1387261,9.6926432,.21779244,.1583671,9.2406759,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
b,1,4,3,3,0,1,0,0,316,6,0,1,1,1,Greg,m,w,1,0,0,c,s,392,.18146951,.57183278,10.217824,.25800267,.073408522,9.1915655,1,,somcol,0,,,,,0,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,
b,1,4,4,6,0,0,0,1,313,5,1,0,1,0,Keisha,f,b,0,1,0,c,a,391,.45430297,.27144918,9.895607,.24814151,.15117194,9.291091,1,some,colp,0,2092.5,8667,,,1,.8321389,.1387261,9.6926432,.21779244,.1583671,9.2406759,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
b,1,1,3,4,0,1,0,0,316,6,0,1,1,1,Keisha,f,b,1,0,0,c,s,392,.6911068,.15632284,10.099629,.22815758,.050933633,8.9599543,0,,somcol,0,,,,,0,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,
b,1,3,4,6,0,1,0,1,313,5,0,1,1,1,Kristen,f,w,1,0,0,c,a,391,.15995018,.34776676,9.8417721,.30479863,.036977284,8.8103104,0,some,colp,0,2092.5,8667,,,1,.8321389,.1387261,9.6926432,.21779244,.1583671,9.2406759,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
b,1,3,3,7,0,0,0,0,313,5,1,1,1,0,Lakisha,f,b,1,0,0,c,a,391,.051354181,.89109313,10.631061,.074430853,.5424735,10.560048,0,some,colp,0,2092.5,8667,,,1,.8321389,.1387261,9.6926432,.21779244,.1583671,9.2406759,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
b,1,4,3,2,0,0,0,0,317,6,0,0,1,1,Tamika,f,b,0,1,0,c,s,392,.6911068,.15632284,10.099629,.22815758,.050933633,8.9599543,1,,somcol,0,,,,,0,,,,,,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,
b,1,2,2,6,0,0,0,0,189,1,0,0,1,0,Allison,f,w,0,1,0,c,a,393,.080735669,.88837385,10.408828,.23368677,.087285355,9.5328588,0,,,0,,,,,,.19882353,.56916761,10.068281,.13971142,.28801331,9.6474981,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
b,1,3,4,6,0,0,0,0,185,1,1,0,1,0,Keisha,f,b,0,1,0,c,a,393,.19882353,.56916761,10.068281,.13971142,.28801331,9.6474981,0,,,0,,,,,,.19882353,.56916761,10.068281,.13971142,.28801331,9.6474981,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
b,1,3,2,9,0,1,0,1,255,3,0,1,1,0,Kristen,f,w,1,0,0,c,a,393,.10974837,.50744641,9.8692579,.29933825,.094114318,9.0283384,0,,,0,,,,,,.19882353,.56916761,10.068281,.13971142,.28801331,9.6474981,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
b,1,4,3,6,1,0,0,1,323,6,1,1,1,0,Latonya,f,b,1,0,0,c,a,393,.51218235,.2988992,9.6628799,.25743797,.035784647,8.7332716,1,,,0,,,,,,.19882353,.56916761,10.068281,.13971142,.28801331,9.6474981,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,
b,1,2,2,4,0,0,0,0,265,4,0,0,0,0,Brad,m,w,0,1,0,c,s,395,.7046454,.25216407,10.00487,.15066847,.30199412,9.6682081,0,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,1,3,3,5,0,1,0,0,379,6,1,1,1,0,Jill,f,w,1,0,0,c,a,394,.27073306,.54915601,10.061986,.14872359,.24232754,9.4384317,0,3,,1,4,30,4,30,0,.0040302519,.92648524,11.12976,.049830828,.39476565,10.518701,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,Private
b,1,4,3,4,0,0,0,1,313,5,0,0,1,0,Keisha,f,b,0,1,0,c,a,394,.39759466,.1801956,9.8762188,.31287277,.030846862,8.7282639,1,3,,1,4,30,4,30,0,.0040302519,.92648524,11.12976,.049830828,.39476565,10.518701,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,Private
b,1,4,3,3,0,0,0,0,317,6,0,0,0,1,Keisha,f,b,0,1,0,c,s,395,.97707725,.014099709,10.032057,.23124893,.054754153,8.8793335,1,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,1,3,3,4,0,1,1,0,316,6,1,1,1,0,Lakisha,f,b,1,0,0,c,a,394,.21724904,.49577343,9.9650526,.1972654,.22342981,9.4229488,0,3,,1,4,30,4,30,0,.0040302519,.92648524,11.12976,.049830828,.39476565,10.518701,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,Private
b,1,4,3,5,0,1,0,0,267,4,1,1,0,1,Laurie,f,w,1,0,0,c,s,395,.0027956835,.95214021,10.453601,.23644528,.12498008,9.6210585,1,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,1,4,2,5,1,0,0,1,313,5,0,0,1,0,Meredith,f,w,0,1,0,c,a,394,.10430054,.83737022,10.466754,.10133465,.59169549,10.540329,1,3,,1,4,30,4,30,0,.0040302519,.92648524,11.12976,.049830828,.39476565,10.518701,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,Private
b,1,4,3,5,0,1,0,0,17,1,1,1,0,1,Tyrone,m,b,1,0,0,c,s,395,.53087032,.29444152,10.244059,.21617366,.094348058,9.2666264,1,,,0,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
b,1,4,4,7,0,1,0,1,195,1,0,1,1,0,Anne,f,w,1,0,0,c,a,396,.10974837,.50744641,9.8692579,.29933825,.094114318,9.0283384,1,2,colp,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,
b,1,4,4,6,0,0,0,0,185,1,1,0,1,0,Emily,f,w,0,1,0,c,a,396,.10295274,.72952521,10.292552,.23027867,.087097056,9.3845453,1,2,colp,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,
b,1,4,4,5,0,0,0,1,329,6,0,0,1,1,Latoya,f,b,0,1,0,c,a,396,.076019429,.44090852,9.9867716,.27527726,.084796116,9.0418034,1,2,colp,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,
b,1,3,2,7,0,1,0,1,255,3,0,1,1,0,Tamika,f,b,1,0,0,c,a,396,.8321389,.1387261,9.6926432,.21779244,.1583671,9.2406759,0,2,colp,0,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,
b,1,0,2,4,0,1,0,1,13,1,0,1,1,1,Brad,m,w,1,0,0,c,s,397,.0027956835,.95214021,10.453601,.23644528,.12498008,9.6210585,0,,,0,,,,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,4,3,5,0,1,0,0,17,1,1,1,0,1,Latoya,f,b,1,0,0,c,s,397,.080735669,.88837385,10.408828,.23368677,.087285355,9.5328588,1,,,0,,,,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,4,3,4,0,0,0,1,313,5,0,0,1,0,Kristen,f,w,0,1,0,c,a,398,.10295274,.72952521,10.292552,.23027867,.087097056,9.3845453,1,,,0,217.10001,1074,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Public
b,1,4,3,5,0,0,0,0,337,6,1,1,1,1,Latonya,f,b,1,0,0,c,a,398,.45430297,.27144918,9.895607,.24814151,.15117194,9.291091,1,,,0,217.10001,1074,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Public
b,1,4,4,6,0,0,0,1,313,5,1,0,1,0,Latoya,f,b,0,1,0,c,a,398,.8321389,.1387261,9.6926432,.21779244,.1583671,9.2406759,1,,,0,217.10001,1074,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Public
b,1,4,3,6,0,1,0,0,313,5,1,1,1,0,Laurie,f,w,1,0,0,c,a,398,.016486628,.74498945,10.242421,.23819552,.13857372,9.4468346,1,,,0,217.10001,1074,,,0,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Public
b,1,4,5,13,0,0,0,1,326,6,1,0,1,1,Allison,f,w,0,1,0,c,a,399,.45430297,.27144918,9.895607,.24814151,.15117194,9.291091,1,some,,0,,,,,0,.125,.875,11.814311,0,.89285713,11.36244,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Private
b,1,4,2,19,1,0,0,1,313,5,0,0,1,1,Ebony,f,b,0,1,0,c,a,399,.016486628,.74498945,10.242421,.23819552,.13857372,9.4468346,1,some,,0,,,,,0,.125,.875,11.814311,0,.89285713,11.36244,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Private
b,1,2,3,5,0,1,0,0,365,6,1,1,0,0,Jay,m,w,1,0,0,c,s,400,.15995018,.34776676,9.8417721,.30479863,.036977284,8.8103104,0,some,,0,,840,,840,1,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Private
b,1,4,5,7,0,0,1,1,34,1,0,1,1,1,Keisha,f,b,1,0,0,c,a,399,.94876665,.033041097,10.295766,.18481998,.100121,9.1912594,1,some,,0,,,,,0,.125,.875,11.814311,0,.89285713,11.36244,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Private
b,1,4,4,21,0,0,0,1,34,1,1,1,1,0,Laurie,f,w,1,0,0,c,a,399,.98949564,.0048631253,9.4743185,.25740963,.04815378,8.6976795,1,some,,0,,,,,0,.125,.875,11.814311,0,.89285713,11.36244,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Private
b,1,2,3,5,0,1,0,0,22,1,1,1,0,1,Tyrone,m,b,1,0,0,c,s,400,.10430054,.83737022,10.466754,.10133465,.59169549,10.540329,0,some,,0,,840,,840,1,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Private
b,1,4,4,4,0,0,0,1,229,6,1,0,1,1,Anne,f,w,0,1,0,c,a,401,.97146881,.024071502,9.92974,.17001754,.14969294,9.3217926,1,,somcol,1,,,,,,.089956328,.86288208,10.987274,.027947599,.60676855,10.978985,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
b,1,4,3,5,0,0,0,0,337,6,1,1,1,1,Lakisha,f,b,1,0,0,c,a,401,.0021749989,.78926677,10.247857,.29945704,.071178846,9.366147,1,,somcol,1,,,,,,.089956328,.86288208,10.987274,.027947599,.60676855,10.978985,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
b,1,4,4,6,0,0,0,0,185,1,1,0,1,0,Latonya,f,b,0,1,0,c,a,401,.052359965,.78635854,10.435556,.13011211,.28431484,9.7433777,1,,somcol,1,,,,,,.089956328,.86288208,10.987274,.027947599,.60676855,10.978985,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
b,1,3,3,5,0,1,0,0,379,6,1,1,1,0,Meredith,f,w,1,0,0,c,a,401,.052359965,.78635854,10.435556,.13011211,.28431484,9.7433777,0,,somcol,1,,,,,,.089956328,.86288208,10.987274,.027947599,.60676855,10.978985,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,Nonprofit
b,1,0,2,5,0,1,0,0,13,1,0,1,1,1,Allison,f,w,1,0,0,c,s,403,.97146881,.024071502,9.92974,.17001754,.14969294,9.3217926,0,,,0,,,,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
b,1,4,2,6,0,0,0,0,189,1,0,0,0,0,Carrie,f,w,0,1,0,c,a,402,.53087032,.29444152,10.244059,.21617366,.094348058,9.2666264,1,,,1,15,90,,,0,.0020480759,.86935431,10.455791,.20680177,.1005713,9.564723,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
b,1,4,3,6,0,1,0,0,268,4,1,1,0,0,Ebony,f,b,1,0,0,c,s,403,.8321389,.1387261,9.6926432,.21779244,.1583671,9.2406759,1,,,0,,,,,0,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
b,1,4,4,6,0,0,0,1,329,6,0,0,1,1,Kenya,f,b,0,1,0,c,a,402,.11662389,.72833925,10.287047,.13984276,.36563608,9.9337254,1,,,1,15,90,,,0,.0020480759,.86935431,10.455791,.20680177,.1005713,9.564723,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
b,1,4,3,6,1,0,0,1,323,6,1,1,1,0,Lakisha,f,b,1,0,0,c,a,402,.99204272,.0048142881,8.8417377,.29509342,.053181671,8.5073452,1,,,1,15,90,,,0,.0020480759,.86935431,10.455791,.20680177,.1005713,9.564723,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
b,1,3,3,4,0,1,1,0,316,6,1,1,1,0,Laurie,f,w,1,0,0,c,a,402,.6911068,.15632284,10.099629,.22815758,.050933633,8.9599543,0,,,1,15,90,,,0,.0020480759,.86935431,10.455791,.20680177,.1005713,9.564723,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Private
b,1,4,4,8,0,1,0,1,195,1,0,1,1,0,Aisha,f,b,1,0,0,c,a,404,.19882353,.56916761,10.068281,.13971142,.28801331,9.6474981,1,,,0,1166,10000,14.3,175,0,.019722056,.79926556,10.714818,.097660579,.3187502,9.9344044,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
b,1,4,4,5,0,0,0,1,229,6,1,0,1,0,Anne,f,w,0,1,0,c,a,404,.014516992,.97367543,10.565582,.11620284,.15647578,9.7186632,1,,,0,1166,10000,14.3,175,0,.019722056,.79926556,10.714818,.097660579,.3187502,9.9344044,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
b,1,4,2,5,0,1,0,0,13,1,0,1,0,1,Brendan,m,w,1,0,0,c,s,405,.53087032,.29444152,10.244059,.21617366,.094348058,9.2666264,1,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,1,3,5,0,1,0,0,316,6,0,1,1,1,Hakim,m,b,1,0,0,c,s,405,.0034186889,.90499729,10.310918,.21380211,.14222752,9.5579643,0,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,3,4,6,0,0,0,0,185,1,1,0,1,0,Latoya,f,b,0,1,0,c,a,404,.6911068,.15632284,10.099629,.22815758,.050933633,8.9599543,0,,,0,1166,10000,14.3,175,0,.019722056,.79926556,10.714818,.097660579,.3187502,9.9344044,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
b,1,4,2,5,0,0,0,0,263,4,0,0,0,1,Laurie,f,w,0,1,0,c,s,405,.95459735,.042803545,10.276773,.19744441,.10937959,9.3044682,1,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,3,3,3,0,1,1,0,316,6,1,1,1,0,Laurie,f,w,1,0,0,c,a,404,.3361651,.63736963,10.431908,.10884786,.40657592,10.412141,0,,,0,1166,10000,14.3,175,0,.019722056,.79926556,10.714818,.097660579,.3187502,9.9344044,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,Private
b,1,4,3,4,0,0,0,0,316,6,0,0,1,1,Leroy,m,b,0,1,0,c,s,405,.51218235,.2988992,9.6628799,.25743797,.035784647,8.7332716,1,,,1,,,,,0,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
b,1,4,3,12,0,1,0,0,313,5,1,1,1,0,Anne,f,w,1,0,0,c,a,406,.19882353,.56916761,10.068281,.13971142,.28801331,9.6474981,1,2,,1,7.9000001,90,,,0,0,.84341747,10.800371,.10636214,.26744133,9.9443417,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Private
b,1,3,3,11,0,1,0,0,379,6,1,1,1,0,Kenya,f,b,1,0,0,c,a,406,.98851991,.0081484653,10.112573,.19383714,.14505339,9.3724594,0,2,,1,7.9000001,90,,,0,0,.84341747,10.800371,.10636214,.26744133,9.9443417,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Private
b,1,4,2,9,1,0,0,1,313,5,0,0,1,0,Latonya,f,b,0,1,0,c,a,406,.97146881,.024071502,9.92974,.17001754,.14969294,9.3217926,1,2,,1,7.9000001,90,,,0,0,.84341747,10.800371,.10636214,.26744133,9.9443417,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Private
b,1,4,3,10,0,0,0,1,313,5,0,0,1,0,Meredith,f,w,0,1,0,c,a,406,.6911068,.15632284,10.099629,.22815758,.050933633,8.9599543,1,2,,1,7.9000001,90,,,0,0,.84341747,10.800371,.10636214,.26744133,9.9443417,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,Private
b,1,4,4,5,0,0,0,1,27,1,0,0,1,1,Jamal,m,b,0,1,0,c,a,407,.3361651,.63736963,10.431908,.10884786,.40657592,10.412141,1,3,colp,0,133.39999,0,133.39999,0,0,.125,.875,11.814311,0,.89285713,11.36244,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
b,1,4,4,4,0,1,0,1,379,6,0,1,1,1,Matthew,m,w,1,0,0,c,a,407,.10974837,.50744641,9.8692579,.29933825,.094114318,9.0283384,1,3,colp,0,133.39999,0,133.39999,0,0,.125,.875,11.814311,0,.89285713,11.36244,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
b,1,4,2,4,0,0,0,0,389,6,1,0,1,0,Neil,m,w,0,1,0,c,a,407,.94876665,.033041097,10.295766,.18481998,.100121,9.1912594,1,3,colp,0,133.39999,0,133.39999,0,0,.125,.875,11.814311,0,.89285713,11.36244,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
b,1,4,5,3,0,1,0,1,13,1,1,1,1,0,Tyrone,m,b,1,0,0,c,a,407,.0027956835,.95214021,10.453601,.23644528,.12498008,9.6210585,1,3,colp,0,133.39999,0,133.39999,0,0,.125,.875,11.814311,0,.89285713,11.36244,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,Nonprofit
